1,272190
2,1384627
3,1529813
4,871819
5,158309
6,26389
7,6494
8,1990
9,1024
10,530
11,298
12,602
13,247
14,159
15,167
16,144
17,114
18,234
19,121
20,84
21,55
22,20
23,41
24,34
25,35
26,37
27,20
28,12
29,7
30,6
31,6
32,6
33,1
34,1
35,12
36,9
37,2
38,4
40,1
41,2
